eveWatchLevel,eveWaveHeight,eveWaveLevel,eveWaveTime,mornWatchLevel,mornWaveHeight,mornWaveLevel,mornWaveTime,cxLevel,date,lunarDate,publishTime,station
一星,0.3,4.0,17:30,一星,0.0,3.9,05:40,小潮汛,1月13日,十二月廿二,2023年01月13日08时,萧山观潮城
一星,0.1,4.3,18:37,一星,0.0,3.7,06:53,小潮汛,1月13日,十二月廿二,2023年01月13日09时,七堡
一星,0.1,4.2,18:52,一星,0.0,3.6,07:09,小潮汛,1月13日,十二月廿二,2023年01月13日09时,三堡
一星,0.2,4.1,17:52,一星,0.0,3.8,06:04,小潮汛,1月13日,十二月廿二,2023年01月13日09时,下沙大桥
一星,0.0,4.1,19:34,一星,0.0,3.6,07:52,小潮汛,1月13日,十二月廿二,2023年01月13日09时,九溪
一星,0.0,4.2,19:14,一星,0.0,3.6,07:31,小潮汛,1月13日,十二月廿二,2023年01月13日09时,南星桥
一星,0.0,4.2,18:59,一星,0.0,3.6,07:15,小潮汛,1月13日,十二月廿二,2023年01月13日09时,城市阳台
一星,0.4,∕,15:44,一星,0.0,∕,03:45,小潮汛,1月13日,十二月廿二,2023年01月13日09时,大江东八工段（盐官）
一星,0.3,4.0,17:30,一星,0.0,3.9,05:40,小潮汛,1月13日,十二月廿二,2023年01月13日09时,萧山观潮城
一星,0.1,4.3,18:37,一星,0.0,3.7,06:53,小潮汛,1月13日,十二月廿二,2023年01月13日10时,七堡
一星,0.1,4.2,18:52,一星,0.0,3.6,07:09,小潮汛,1月13日,十二月廿二,2023年01月13日10时,三堡
一星,0.2,4.1,17:52,一星,0.0,3.8,06:04,小潮汛,1月13日,十二月廿二,2023年01月13日10时,下沙大桥
一星,0.0,4.1,19:34,一星,0.0,3.6,07:52,小潮汛,1月13日,十二月廿二,2023年01月13日10时,九溪
一星,0.0,4.2,19:14,一星,0.0,3.6,07:31,小潮汛,1月13日,十二月廿二,2023年01月13日10时,南星桥
一星,0.0,4.2,18:59,一星,0.0,3.6,07:15,小潮汛,1月13日,十二月廿二,2023年01月13日10时,城市阳台
一星,0.4,∕,15:44,一星,0.0,∕,03:45,小潮汛,1月13日,十二月廿二,2023年01月13日10时,大江东八工段（盐官）
一星,0.3,4.0,17:30,一星,0.0,3.9,05:40,小潮汛,1月13日,十二月廿二,2023年01月13日10时,萧山观潮城
一星,0.1,4.3,18:37,一星,0.0,3.7,06:53,小潮汛,1月13日,十二月廿二,2023年01月13日11时,七堡
一星,0.1,4.2,18:52,一星,0.0,3.6,07:09,小潮汛,1月13日,十二月廿二,2023年01月13日11时,三堡
一星,0.2,4.1,17:52,一星,0.0,3.8,06:04,小潮汛,1月13日,十二月廿二,2023年01月13日11时,下沙大桥
一星,0.0,4.1,19:34,一星,0.0,3.6,07:52,小潮汛,1月13日,十二月廿二,2023年01月13日11时,九溪
一星,0.0,4.2,19:14,一星,0.0,3.6,07:31,小潮汛,1月13日,十二月廿二,2023年01月13日11时,南星桥
一星,0.0,4.2,18:59,一星,0.0,3.6,07:15,小潮汛,1月13日,十二月廿二,2023年01月13日11时,城市阳台
一星,0.4,∕,15:44,一星,0.0,∕,03:45,小潮汛,1月13日,十二月廿二,2023年01月13日11时,大江东八工段（盐官）
一星,0.3,4.0,17:30,一星,0.0,3.9,05:40,小潮汛,1月13日,十二月廿二,2023年01月13日11时,萧山观潮城
一星,0.1,4.3,18:37,一星,0.0,3.7,06:53,小潮汛,1月13日,十二月廿二,2023年01月13日12时,七堡
一星,0.1,4.2,18:52,一星,0.0,3.6,07:09,小潮汛,1月13日,十二月廿二,2023年01月13日12时,三堡
一星,0.2,4.1,17:52,一星,0.0,3.8,06:04,小潮汛,1月13日,十二月廿二,2023年01月13日12时,下沙大桥
一星,0.0,4.1,19:34,一星,0.0,3.6,07:52,小潮汛,1月13日,十二月廿二,2023年01月13日12时,九溪
一星,0.0,4.2,19:14,一星,0.0,3.6,07:31,小潮汛,1月13日,十二月廿二,2023年01月13日12时,南星桥
一星,0.0,4.2,18:59,一星,0.0,3.6,07:15,小潮汛,1月13日,十二月廿二,2023年01月13日12时,城市阳台
一星,0.4,∕,15:44,一星,0.0,∕,03:45,小潮汛,1月13日,十二月廿二,2023年01月13日12时,大江东八工段（盐官）
一星,0.3,4.0,17:30,一星,0.0,3.9,05:40,小潮汛,1月13日,十二月廿二,2023年01月13日12时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月13日13时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月13日13时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月13日13时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月13日13时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月13日13时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月13日13时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月13日13时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月13日13时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月13日14时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月13日14时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月13日14时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月13日14时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月13日14时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月13日14时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月13日14时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月13日14时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月13日15时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月13日15时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月13日15时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月13日15时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月13日15时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月13日15时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月13日15时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月13日15时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月13日15时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月13日15时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月13日15时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月13日15时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月13日15时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月13日15时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月13日15时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月13日15时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月13日17时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月13日17时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月13日17时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月13日17时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月13日17时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月13日17时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月13日17时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月13日17时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月13日18时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月13日18时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月13日18时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月13日18时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月13日18时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月13日18时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月13日18时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月13日18时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月13日18时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月13日18时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月13日18时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月13日18时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月13日18时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月13日18时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月13日18时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月13日18时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月13日18时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月13日18时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月13日18时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月13日18时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月13日18时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月13日18时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月13日18时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月13日18时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月13日18时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月13日18时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月13日18时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月13日18时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月13日18时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月13日18时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月13日18时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月13日18时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月13日18时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月13日18时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月13日18时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月13日18时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月13日18时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月13日18时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月13日18时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月13日18时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月13日18时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月13日18时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月13日18时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月13日18时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月13日18时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月13日18时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月13日18时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月13日18时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月13日18时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月13日18时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月13日18时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月13日18时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月13日18时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月13日18时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月13日18时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月13日18时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月13日18时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月13日18时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月13日18时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月13日18时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月13日18时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月13日18时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月13日18时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月13日18时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月13日18时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月13日18时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月13日18时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月13日18时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月13日18时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月13日18时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月13日18时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月13日18时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月13日18时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月13日18时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月13日18时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月13日18时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月13日18时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月13日18时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月13日18时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月13日18时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月13日18时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月13日18时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月13日18时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月13日18时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月13日18时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月13日18时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月13日18时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月13日18时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月13日18时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月13日18时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月13日18时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月13日18时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月13日18时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月13日18时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月13日18时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月13日18时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月13日18时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月13日18时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月13日18时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月13日18时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月13日18时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月13日18时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月13日18时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月13日18时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月14日07时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月14日07时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月14日07时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月14日07时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月14日07时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月14日07时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月14日07时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月14日07时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月14日08时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月14日08时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月14日08时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月14日08时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月14日08时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月14日08时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月14日08时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月14日08时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月14日09时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月14日09时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月14日09时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月14日09时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月14日09时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月14日09时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月14日09时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月14日09时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月14日10时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月14日10时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月14日10时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月14日10时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月14日10时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月14日10时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月14日10时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月14日10时,萧山观潮城
一星,0.0,3.9,19:35,一星,0.0,3.7,07:40,小潮汛,1月14日,十二月廿三,2023年01月14日11时,七堡
一星,0.0,3.8,19:55,一星,0.0,3.6,08:00,小潮汛,1月14日,十二月廿三,2023年01月14日11时,三堡
一星,0.0,3.9,18:51,一星,0.0,3.7,06:53,小潮汛,1月14日,十二月廿三,2023年01月14日11时,下沙大桥
一星,0.0,3.8,20:45,一星,0.0,3.6,08:50,小潮汛,1月14日,十二月廿三,2023年01月14日11时,九溪
一星,0.0,3.8,20:23,一星,0.0,3.6,08:28,小潮汛,1月14日,十二月廿三,2023年01月14日11时,南星桥
一星,0.0,3.8,20:03,一星,0.0,3.6,08:08,小潮汛,1月14日,十二月廿三,2023年01月14日11时,城市阳台
一星,0.0,∕,16:47,一星,0.0,∕,04:39,小潮汛,1月14日,十二月廿三,2023年01月14日11时,大江东八工段（盐官）
一星,0.0,4.0,18:30,一星,0.0,3.8,06:30,小潮汛,1月14日,十二月廿三,2023年01月14日11时,萧山观潮城
